Id,age,education,income_from_investment_sources,losses_from_investment_sources,marital_status,native_country,number_of_years_of_education,occupation,race,relationship,sex,work_class,working_hours_per_week,earn_over_4k_euros_per_year
8131,16.552,2.0,,600.65,,98.0,1.9099,26.0,101.0,,,80.0,14.961,1
1497,8.2761,42.0,0.0,0.0,65.0,98.0,,44.0,101.0,68.0,59.0,80.0,,0
2010,19.735,,0.0,0.0,61.0,98.0,3.1831,,101.0,49.0,59.0,,7.6394,0
9952,9.231,,1396.1,0.0,61.0,,4.138,44.0,,49.0,59.0,80.0,,1
3394,9.5493,20.0,,0.0,,50.0,,85.0,17.0,49.0,,80.0,12.732,0
7724,6.0479,90.0,,0.0,65.0,,3.1831,14.0,101.0,73.0,59.0,80.0,26.738,0
6068,11.141,42.0,0.0,553.86,61.0,98.0,2.8648,26.0,,49.0,59.0,80.0,12.732,0
7745,8.5944,90.0,0.0,0.0,61.0,,3.1831,26.0,101.0,49.0,59.0,80.0,19.099,0
4370,13.051,90.0,0.0,0.0,,98.0,3.1831,85.0,101.0,68.0,,80.0,,0
4936,7.9577,42.0,0.0,0.0,61.0,,2.8648,71.0,101.0,,59.0,80.0,9.5493,0
2630,14.642,20.0,0.0,0.0,,98.0,,94.0,101.0,49.0,,80.0,12.732,0
6057,15.279,20.0,0.0,0.0,28.0,,4.138,,21.0,68.0,,80.0,12.732,0
4507,,20.0,0.0,0.0,,98.0,,82.0,101.0,68.0,,80.0,14.324,0
6373,7.6394,,,,65.0,,,71.0,101.0,,,80.0,12.732,0
7939,,,0.0,0.0,65.0,,2.8648,71.0,101.0,73.0,37.0,80.0,,0
2062,18.144,,189.08,0.0,28.0,,3.1831,,101.0,70.0,37.0,80.0,,0
9424,15.279,20.0,,0.0,61.0,40.0,4.138,34.0,101.0,,59.0,80.0,19.099,1
1485,9.5493,42.0,0.0,,61.0,39.0,2.8648,71.0,,49.0,59.0,80.0,17.507,0
7629,9.5493,29.0,0.0,,,,5.093,,101.0,,59.0,80.0,12.732,0
2086,11.141,42.0,0.0,0.0,89.0,98.0,2.8648,14.0,101.0,68.0,37.0,80.0,12.732,0
9433,10.504,20.0,0.0,0.0,61.0,98.0,4.138,14.0,101.0,49.0,59.0,,13.369,1
2577,17.189,,,0.0,61.0,98.0,,85.0,101.0,49.0,59.0,80.0,12.732,0
7605,10.504,20.0,0.0,0.0,61.0,,,34.0,101.0,73.0,59.0,80.0,17.507,0
1908,10.823,90.0,,0.0,65.0,98.0,3.1831,85.0,101.0,68.0,,80.0,20.69,0
8135,16.234,63.0,0.0,0.0,61.0,98.0,,26.0,101.0,49.0,,80.0,12.732,1
7662,9.231,,,,65.0,98.0,3.5014,,,68.0,59.0,80.0,12.732,0
1474,21.645,42.0,0.0,0.0,61.0,,,85.0,101.0,49.0,,,12.732,0
3292,,20.0,0.0,0.0,65.0,,4.138,,17.0,73.0,59.0,,,0
7725,,42.0,0.0,0.0,61.0,98.0,2.8648,,,,59.0,80.0,15.915,0
7623,7.3211,20.0,0.0,0.0,65.0,,4.138,34.0,,68.0,37.0,80.0,14.324,0
743,8.9127,42.0,0.0,,61.0,98.0,2.8648,96.0,,49.0,59.0,80.0,12.732,0
7897,,20.0,0.0,0.0,61.0,,4.138,,101.0,103.0,37.0,80.0,12.732,0
2653,14.961,42.0,0.0,0.0,28.0,98.0,2.8648,,21.0,,37.0,80.0,12.732,0
2560,14.961,,,0.0,61.0,98.0,3.1831,34.0,101.0,49.0,59.0,57.0,12.732,0
3539,15.915,42.0,0.0,0.0,,98.0,2.8648,34.0,101.0,49.0,59.0,80.0,14.324,0
3300,8.9127,42.0,,0.0,28.0,98.0,2.8648,96.0,,68.0,59.0,,15.915,0
1446,10.186,42.0,0.0,0.0,89.0,98.0,2.8648,14.0,,,37.0,80.0,12.732,0
3612,9.8676,90.0,,0.0,,,3.1831,14.0,101.0,68.0,37.0,80.0,16.552,0
2774,11.141,42.0,0.0,0.0,65.0,98.0,2.8648,71.0,,,37.0,88.0,9.5493,0
3496,,42.0,0.0,0.0,61.0,56.0,2.8648,26.0,17.0,49.0,59.0,80.0,12.732,0
558,10.504,42.0,,0.0,61.0,98.0,2.8648,,101.0,49.0,,,12.732,0
6658,10.186,90.0,0.0,0.0,61.0,84.0,3.1831,71.0,101.0,103.0,37.0,80.0,11.459,0
7439,11.459,8.0,0.0,0.0,28.0,98.0,1.5915,14.0,101.0,99.0,37.0,80.0,12.732,0
2412,7.3211,20.0,0.0,,65.0,98.0,4.138,,,73.0,59.0,,12.732,0
10203,11.459,19.0,0.0,0.0,61.0,98.0,,,101.0,49.0,,80.0,12.732,1
4138,11.459,20.0,0.0,0.0,,98.0,4.138,34.0,101.0,,59.0,80.0,,0
5703,10.186,42.0,1203.5,0.0,61.0,98.0,2.8648,,101.0,49.0,59.0,80.0,12.732,0
7919,10.504,90.0,0.0,,28.0,98.0,3.1831,85.0,101.0,68.0,59.0,80.0,,0
3154,7.3211,90.0,0.0,0.0,65.0,,3.1831,14.0,17.0,68.0,37.0,80.0,11.141,0
9056,10.186,20.0,0.0,0.0,61.0,98.0,,85.0,101.0,,59.0,80.0,,1
4354,11.777,42.0,0.0,0.0,,98.0,2.8648,34.0,101.0,49.0,59.0,80.0,12.732,0
6702,7.3211,20.0,0.0,0.0,65.0,98.0,,34.0,,73.0,37.0,57.0,3.8197,0
3243,18.78,20.0,,0.0,,98.0,4.138,14.0,101.0,99.0,59.0,,19.099,0
9546,13.051,20.0,,,,98.0,4.138,82.0,15.0,103.0,37.0,92.0,15.279,1
4008,11.141,42.0,0.0,0.0,,98.0,2.8648,,101.0,49.0,,,,0
7513,,20.0,0.0,0.0,61.0,75.0,4.138,,17.0,49.0,,88.0,15.915,0
2,,,0.0,0.0,61.0,98.0,,,101.0,49.0,59.0,88.0,4.138,0
5446,7.6394,20.0,,0.0,65.0,98.0,,82.0,101.0,68.0,37.0,80.0,2.5465,0
4841,16.234,90.0,0.0,0.0,28.0,,3.1831,14.0,101.0,,,87.0,15.915,0
9694,16.234,20.0,,497.84,65.0,98.0,4.138,85.0,101.0,68.0,37.0,80.0,13.687,1
6421,7.3211,42.0,0.0,0.0,61.0,98.0,2.8648,85.0,21.0,49.0,59.0,80.0,11.777,0
7132,,18.0,0.0,0.0,65.0,76.0,3.8197,34.0,101.0,73.0,,,12.732,0
8613,,42.0,,,61.0,98.0,2.8648,85.0,,,59.0,80.0,,1
7936,8.9127,3.0,0.0,0.0,65.0,,2.2282,26.0,101.0,68.0,59.0,80.0,12.732,0
4233,10.186,19.0,0.0,0.0,61.0,,3.5014,82.0,,49.0,59.0,88.0,,0
559,6.0479,42.0,,0.0,65.0,98.0,,94.0,101.0,73.0,37.0,92.0,,0
6150,6.0479,42.0,,0.0,65.0,98.0,2.8648,26.0,101.0,73.0,,80.0,14.324,0
1279,5.7296,90.0,0.0,0.0,,98.0,3.1831,71.0,101.0,73.0,37.0,80.0,4.7746,0
1177,,,0.0,0.0,65.0,98.0,3.1831,71.0,,70.0,,80.0,2.5465,0
1562,7.9577,42.0,0.0,0.0,65.0,98.0,2.8648,14.0,21.0,73.0,59.0,36.0,,0
7938,8.9127,,,,28.0,98.0,,82.0,,68.0,59.0,,12.732,0
560,7.0028,90.0,,0.0,,98.0,3.1831,85.0,101.0,73.0,37.0,80.0,4.7746,0
6570,6.6845,90.0,0.0,0.0,65.0,98.0,3.1831,85.0,101.0,73.0,37.0,80.0,,0
5992,14.006,42.0,0.0,0.0,61.0,,2.8648,,21.0,49.0,59.0,,12.732,0
10334,12.732,81.0,0.0,0.0,61.0,98.0,4.7746,82.0,101.0,49.0,59.0,88.0,14.324,1
6964,12.414,,0.0,0.0,,98.0,,71.0,101.0,103.0,37.0,,4.7746,0
5243,17.189,,,0.0,,,4.138,34.0,101.0,,59.0,,12.096,0
2727,,,0.0,,,98.0,4.138,34.0,101.0,49.0,59.0,80.0,19.099,0
9435,12.414,42.0,0.0,0.0,,98.0,2.8648,26.0,101.0,49.0,59.0,80.0,12.732,1
5990,7.6394,90.0,0.0,,65.0,98.0,3.1831,94.0,101.0,68.0,37.0,80.0,5.093,0
6127,,18.0,0.0,0.0,,98.0,3.8197,82.0,101.0,,,80.0,7.6394,0
6085,,42.0,0.0,0.0,,98.0,2.8648,58.0,21.0,49.0,59.0,80.0,12.732,0
2548,12.096,42.0,1102.6,,61.0,25.0,,,101.0,49.0,,80.0,12.732,0
6855,11.777,42.0,0.0,,28.0,,2.8648,44.0,101.0,70.0,59.0,,,0
5365,12.096,42.0,0.0,0.0,28.0,98.0,2.8648,71.0,,,,80.0,12.732,0
10317,12.096,63.0,3348.6,0.0,65.0,98.0,,34.0,101.0,,37.0,80.0,15.915,1
5432,,42.0,0.0,0.0,,98.0,2.8648,,,68.0,59.0,80.0,12.732,0
10395,10.823,20.0,4782.3,0.0,61.0,,4.138,,101.0,103.0,37.0,80.0,11.459,1
8819,18.78,42.0,0.0,0.0,61.0,,2.8648,26.0,,49.0,59.0,36.0,12.732,1
1580,11.141,90.0,0.0,0.0,61.0,,,96.0,17.0,49.0,59.0,80.0,,0
4209,,42.0,0.0,0.0,61.0,98.0,,85.0,,49.0,59.0,80.0,12.732,0
7308,7.6394,42.0,0.0,0.0,89.0,98.0,2.8648,58.0,21.0,73.0,37.0,80.0,12.732,0
1841,14.642,,0.0,0.0,28.0,98.0,4.138,85.0,,68.0,37.0,80.0,12.732,0
6124,13.369,42.0,0.0,,61.0,98.0,2.8648,,101.0,49.0,,,,0
8190,,20.0,0.0,0.0,28.0,98.0,,82.0,101.0,68.0,37.0,80.0,15.915,1
3150,7.0028,90.0,0.0,0.0,62.0,98.0,3.1831,94.0,101.0,,59.0,92.0,6.3662,0
4500,8.2761,,0.0,0.0,65.0,,1.9099,,101.0,68.0,59.0,80.0,12.732,0
5321,19.417,,0.0,0.0,102.0,,,71.0,101.0,70.0,,88.0,12.732,0
7570,9.8676,42.0,0.0,0.0,61.0,,2.8648,34.0,,,,87.0,12.732,0
6363,13.369,42.0,0.0,0.0,28.0,98.0,,71.0,101.0,99.0,37.0,80.0,9.5493,0
10276,10.504,42.0,0.0,0.0,61.0,23.0,2.8648,34.0,101.0,103.0,37.0,80.0,13.369,1
8607,17.507,81.0,,768.72,61.0,40.0,4.7746,82.0,101.0,49.0,59.0,87.0,11.141,1
343,14.006,42.0,0.0,0.0,102.0,98.0,2.8648,34.0,21.0,99.0,37.0,80.0,12.732,0
996,6.3662,90.0,0.0,0.0,65.0,98.0,3.1831,14.0,101.0,68.0,37.0,80.0,7.9577,0
2879,9.8676,19.0,0.0,0.0,61.0,64.0,,71.0,15.0,103.0,,80.0,7.6394,0
10090,,,0.0,0.0,61.0,98.0,3.5014,94.0,101.0,49.0,59.0,92.0,15.279,1
443,9.231,42.0,0.0,0.0,89.0,,,,101.0,68.0,59.0,,11.141,0
5742,10.823,42.0,0.0,0.0,61.0,98.0,,,101.0,49.0,,,7.9577,0
3697,7.9577,20.0,,0.0,65.0,64.0,4.138,26.0,101.0,68.0,,80.0,,0
9555,13.051,63.0,4782.3,0.0,61.0,98.0,,34.0,101.0,49.0,59.0,80.0,22.282,1
3272,6.0479,,0.0,,65.0,98.0,3.1831,26.0,101.0,,59.0,80.0,6.3662,0
5615,10.186,90.0,0.0,,,98.0,3.1831,82.0,101.0,68.0,59.0,80.0,,0
5180,,42.0,0.0,0.0,,98.0,,82.0,101.0,49.0,59.0,80.0,,0
5102,12.414,42.0,0.0,597.15,28.0,98.0,2.8648,26.0,101.0,,,57.0,12.732,0
345,6.3662,42.0,,0.0,61.0,98.0,,,101.0,,59.0,80.0,12.732,0
2449,6.0479,,0.0,0.0,65.0,98.0,2.8648,44.0,101.0,73.0,59.0,80.0,,0
5611,18.78,90.0,,0.0,102.0,,3.1831,14.0,101.0,68.0,37.0,80.0,11.141,0
649,7.6394,20.0,,0.0,65.0,98.0,4.138,34.0,,,59.0,80.0,15.915,0
6911,6.6845,,,,65.0,98.0,,14.0,,99.0,59.0,80.0,12.732,0
4026,11.777,6.0,0.0,0.0,61.0,98.0,0.95493,26.0,101.0,,59.0,80.0,12.732,0
6433,21.008,42.0,0.0,,28.0,98.0,,58.0,101.0,68.0,59.0,80.0,,0
8099,11.141,,0.0,,28.0,98.0,2.5465,26.0,101.0,,,80.0,15.915,1
8929,17.825,63.0,0.0,0.0,61.0,98.0,4.4563,14.0,101.0,49.0,59.0,80.0,25.465,1
