Id,age,education,income_from_investment_sources,losses_from_investment_sources,marital_status,native_country,number_of_years_of_education,occupation,race,relationship,sex,work_class,working_hours_per_week,earn_over_4k_euros_per_year
40,5.7296,42.0,0.0,6.03283976327,65.0,98.0,2.8648,71.0,101.0,73.0,59.0,80.0,9.5493,0
41,14.3555210169,42.0,0.0,0.0,28.0,98.0,2.88505392363,34.0,101.0,68.0,59.0,87.0,19.099,0
42,13.0702999331,6.0,0.0,0.0,61.0,64.0,0.95493,58.0,101.0,49.0,59.0,80.0,12.732,0
43,11.141,19.0,0.0,0.0,61.0,98.0,3.5014,71.0,101.0,49.0,59.0,80.0,12.732,0
44,13.051,42.0,0.0,49.0225308325,61.0,98.0,2.86715956535,14.0,101.0,49.0,59.0,80.0,15.279,0
45,15.0081728791,42.0,1595.7,0.0,61.0,98.0,2.8648,58.0,101.0,49.0,59.0,80.0,12.732,0
46,9.5493,20.0,766.17,0.0,61.0,98.0,4.138,85.0,101.0,49.0,59.0,80.0,12.732,0
47,12.7910830424,42.0,0.0,0.0,62.0,98.0,2.87586829402,85.0,101.0,68.0,59.0,80.0,12.732,0
48,15.279,42.0,0.0,0.0,61.0,98.0,2.86645137075,96.0,101.0,49.0,59.0,80.0,12.732,0
49,9.231,90.0,0.0,0.0,28.0,98.0,3.1831,94.0,101.0,68.0,59.0,80.0,13.801380957,0
50,11.459,42.0,0.0,0.0,61.0,98.0,2.86645137075,96.0,101.0,49.0,59.0,80.0,12.732,0
51,13.6130780693,90.0,0.0,0.0,28.0,98.0,3.1831,14.0,101.0,68.0,37.0,80.0,12.732,0
52,7.84616833546,90.0,0.0,0.0,65.0,98.0,3.1831,26.0,101.0,73.0,59.0,80.0,12.732,0
53,9.3149152024,90.0,0.0,0.0,65.0,98.0,3.1831,82.0,101.0,68.0,37.0,80.0,10.186,0
54,9.8676,20.0,0.0,23.9833127888,89.0,98.0,4.138,85.0,21.0,73.0,37.0,80.0,12.732,0
55,7.3211,90.0,211.179268919,0.0,61.0,98.0,3.1831,26.0,101.0,49.0,59.0,80.0,12.732,0
56,11.8057056499,90.0,0.0,0.0,61.0,98.0,3.1831,82.0,101.0,70.0,59.0,80.0,6.3662,0
57,8.5944,42.0,-5.94654386654,0.0,65.0,64.0,2.8648,71.0,101.0,73.0,59.0,80.0,12.732,0
58,12.732,18.0,0.0,0.0,61.0,98.0,3.786465686,14.0,101.0,49.0,59.0,80.0,12.732,0
59,21.327,2.0,0.0,0.0,61.0,98.0,1.9381156796,35.0,101.0,49.0,59.0,88.0,0.63662,0
60,5.7296,3.0,0.0,0.0,65.0,98.0,2.2282,85.0,101.0,73.0,37.0,80.0,7.3491869721,0
61,16.5688153674,7.0,0.0,0.0,61.0,98.0,1.2732,35.0,101.0,49.0,59.0,57.0,12.732,0
62,5.7296,42.0,0.0,0.0,65.0,98.0,2.8648,85.0,101.0,73.0,59.0,80.0,9.5493,0
63,16.552,20.0,0.0,53.0385999955,61.0,27.0,4.138,71.0,101.0,49.0,59.0,80.0,12.732,0
64,12.2652874613,42.0,0.0,0.0,61.0,98.0,2.8648,71.0,101.0,103.0,37.0,80.0,12.732,0
65,12.7359109883,42.0,0.0,0.0,61.0,98.0,2.8776685069,85.0,101.0,49.0,59.0,80.0,15.279,0
66,16.87,42.0,0.0,0.0,28.0,98.0,2.8648,85.0,101.0,73.0,37.0,80.0,11.141,0
67,10.504,63.0,0.0,0.0,61.0,98.0,4.4563,82.0,101.0,49.0,59.0,80.0,15.915,0
68,9.5493,8.0,0.0,3.02723070076,65.0,98.0,1.61195770044,85.0,101.0,68.0,59.0,80.0,13.209460964,0
69,18.144,19.0,0.0,0.0,61.0,98.0,3.5014,26.0,101.0,49.0,59.0,80.0,12.8627508503,0
70,11.777,90.0,0.0,0.0,28.0,98.0,3.1831,26.0,101.0,99.0,59.0,80.0,12.732,0
71,8.9127,90.0,0.0,0.0,28.0,98.0,3.1831,58.0,21.0,99.0,37.0,80.0,7.9577,0
72,9.5493,42.0,0.0,500.7,61.0,98.0,2.8648,85.0,17.0,103.0,37.0,80.0,12.2363718721,0
73,9.231,90.0,0.0,0.0,65.0,98.0,3.1831,83.0,101.0,68.0,59.0,57.0,15.915,0
74,15.279,18.0,0.0,0.0,28.0,33.0,3.8197,34.0,101.0,99.0,37.0,80.0,12.732,0
75,10.186,42.0,0.0,0.0,65.0,98.0,2.8648,71.0,21.0,73.0,59.0,80.0,12.732,0
76,14.961,63.0,0.0,0.0,28.0,98.0,4.4563,82.0,101.0,68.0,37.0,88.0,13.1929473492,0
77,6.3662,90.0,0.0,0.0,65.0,98.0,3.1831,94.0,101.0,73.0,37.0,80.0,12.732,0
78,9.231,42.0,0.0,0.0,65.0,98.0,2.8648,26.0,101.0,68.0,59.0,80.0,12.732,0
79,5.4113,2.0,10853.0,-12.472209727,65.0,98.0,1.92022132132,85.0,101.0,73.0,37.0,80.0,6.75939536668,0
80,9.5493,3.0,6.63539357442,0.0,65.0,98.0,2.2282,26.0,101.0,73.0,59.0,80.0,12.732,0
81,9.8676,42.0,0.0,0.0,65.0,98.0,2.8648,14.0,101.0,68.0,37.0,57.0,12.732,0
82,13.369,42.0,0.0,0.0,61.0,98.0,2.8648,44.0,101.0,49.0,59.0,80.0,13.6696799967,0
83,7.6394,20.0,0.0,0.0,65.0,98.0,4.138,85.0,101.0,70.0,37.0,80.0,11.2517046976,0
84,8.9127,90.0,1293.6,-13.4430912591,65.0,98.0,3.1831,85.0,101.0,68.0,37.0,80.0,7.9577,0
85,7.98459781191,42.0,0.0,0.0,65.0,98.0,2.8648,58.0,101.0,73.0,37.0,80.0,12.732,0
86,16.87,8.0,0.0,0.0,61.0,98.0,1.5915,96.0,101.0,49.0,59.0,80.0,15.915,0
87,17.825,90.0,0.0,0.0,61.0,98.0,3.1831,85.0,101.0,49.0,59.0,87.0,15.915,0
88,12.3893971553,90.0,163.20780956,0.0,61.0,98.0,3.1831,85.0,101.0,49.0,59.0,80.0,14.0103410767,0
89,7.0028,42.0,0.0,9.41982617371,65.0,98.0,2.8648,26.0,101.0,68.0,59.0,80.0,13.051,0
90,6.6845,90.0,0.0,0.0,65.0,98.0,3.1831,71.0,101.0,73.0,37.0,80.0,12.732,0
91,12.9360116052,20.0,0.0,0.0,61.0,98.0,4.13203964987,34.0,101.0,49.0,59.0,80.0,19.099,0
92,9.5493,42.0,0.0,0.0,65.0,39.0,2.88988912271,34.0,21.0,73.0,59.0,80.0,12.732,0
93,6.0479,90.0,0.0,9.78840408002,65.0,98.0,3.1831,71.0,21.0,73.0,59.0,80.0,11.141,0
94,7.87031518791,90.0,0.0,547.17,65.0,98.0,3.1831,14.0,101.0,73.0,37.0,80.0,8.9127,0
95,11.141,42.0,0.0,0.0,61.0,98.0,2.8648,26.0,101.0,49.0,59.0,80.0,12.732,0
96,12.414,90.0,0.0,12.3341090606,28.0,98.0,3.1831,26.0,101.0,68.0,59.0,80.0,12.732,0
97,8.9127,18.0,0.0,30.0663400825,65.0,98.0,3.8197,85.0,101.0,68.0,37.0,80.0,19.099,0
98,7.6394,42.0,0.0,560.86,65.0,98.0,2.8648,71.0,101.0,68.0,59.0,80.0,12.732,0
99,12.096,42.0,1396.1,0.0,61.0,98.0,2.8776685069,85.0,101.0,49.0,59.0,88.0,16.1023460729,0
100,11.777,20.0,0.0,61.3444155077,61.0,98.0,4.138,85.0,101.0,49.0,59.0,80.0,15.915,0
101,14.642,18.0,0.0,24.7452555684,28.0,98.0,3.77264275827,94.0,101.0,68.0,37.0,80.0,11.459,0
102,13.687,42.0,0.0,0.0,61.0,98.0,2.8648,26.0,101.0,49.0,59.0,88.0,19.099,0
103,12.4857240458,19.0,346.648597111,0.0,61.0,98.0,3.5014,14.0,101.0,103.0,37.0,80.0,11.141,0
104,6.3662,90.0,0.0,8.45819613292,65.0,98.0,3.1831,85.0,101.0,73.0,37.0,80.0,8.00816679222,0
105,12.9742453165,42.0,0.0,21.9556594239,61.0,98.0,2.8648,26.0,101.0,49.0,59.0,80.0,12.732,0
106,8.5944,90.0,0.0,0.0,65.0,98.0,3.1831,85.0,101.0,73.0,37.0,80.0,12.732,0
107,6.0479,90.0,0.0,0.0,65.0,64.0,3.1831,71.0,101.0,73.0,59.0,80.0,9.5493,0
108,22.282,90.0,0.0,0.0,61.0,98.0,3.1831,94.0,101.0,49.0,59.0,80.0,12.732,0
109,9.8676,42.0,-21.3538189204,0.0,65.0,98.0,2.8648,96.0,21.0,99.0,37.0,80.0,9.5493,0
110,7.0028,90.0,0.0,0.0,61.0,98.0,3.1831,71.0,101.0,49.0,59.0,80.0,7.6394,0
111,21.1185435353,42.0,0.0,17.5424688686,102.0,98.0,2.8648,71.0,101.0,68.0,37.0,80.0,7.6394,0
112,20.372,3.0,0.0,693.6,61.0,98.0,2.2282,26.0,101.0,49.0,59.0,80.0,12.732,0
113,13.687,90.0,0.0,0.0,28.0,98.0,3.1831,26.0,101.0,68.0,59.0,80.0,13.6103537146,0
114,14.961,90.0,0.0,0.0,28.0,64.0,3.1831,14.0,101.0,99.0,37.0,57.0,12.096,0
115,10.823,42.0,10.187607722,0.0,28.0,98.0,2.8648,14.0,101.0,99.0,37.0,80.0,12.732,0
116,10.504,20.0,0.0,0.0,65.0,75.0,4.13023943698,34.0,17.0,70.0,37.0,80.0,13.0963102106,0
117,6.6845,42.0,0.0,10.56073671,65.0,98.0,2.8648,26.0,101.0,73.0,59.0,80.0,10.9308250797,0
118,13.1513052768,42.0,0.0,45.7622164467,61.0,98.0,2.86715956535,26.0,101.0,49.0,59.0,80.0,14.642,0
119,7.3211,20.0,0.0,0.0,65.0,98.0,4.138,44.0,101.0,73.0,59.0,80.0,12.732,0
120,22.6,90.0,62.3935280532,24.9216620685,89.0,98.0,3.1831,85.0,21.0,99.0,59.0,80.0,0.63662,0
121,9.231,42.0,0.0,0.0,28.0,98.0,2.8648,26.0,101.0,68.0,59.0,80.0,19.099,0
122,13.369,20.0,604.02742103,0.0,28.0,98.0,4.138,71.0,101.0,70.0,59.0,80.0,15.915,0
123,21.645,5.0,0.0,0.0,28.0,98.0,0.63662,79.0,101.0,68.0,37.0,80.0,6.3662,0
124,7.9577,42.0,0.0,10.8819198391,65.0,98.0,2.8648,14.0,101.0,73.0,37.0,80.0,12.732,0
125,14.006,63.0,0.0,0.0,28.0,98.0,4.4563,82.0,101.0,68.0,37.0,80.0,12.732,0
126,8.9127,42.0,0.0,0.0,65.0,33.0,2.8648,34.0,17.0,68.0,59.0,80.0,12.732,0
127,11.459,90.0,0.0,7.65659584561,28.0,64.0,3.1831,71.0,101.0,99.0,37.0,80.0,11.1334787077,0
128,12.414,18.0,-15.2375653379,0.0,65.0,98.0,3.8197,34.0,101.0,68.0,59.0,36.0,13.369,0
129,16.8200563749,63.0,0.0,0.0,102.0,98.0,4.4563,83.0,101.0,99.0,59.0,92.0,12.5066755696,0
130,6.08324665038,3.0,0.0,4.0304358311,65.0,98.0,2.2282,44.0,101.0,73.0,59.0,80.0,5.093,0
131,21.008,19.0,0.0,28.1002414559,102.0,98.0,3.5014,82.0,101.0,68.0,37.0,57.0,9.09826932727,0
132,8.5944,42.0,0.0,7.93846388086,65.0,98.0,2.8648,71.0,101.0,68.0,59.0,80.0,12.4573217217,0
133,13.8407024136,42.0,0.0,0.0,61.0,98.0,2.8648,83.0,101.0,49.0,59.0,92.0,12.732,0
134,9.48153356,20.0,0.0,0.0,65.0,98.0,4.138,26.0,101.0,68.0,59.0,80.0,13.5163629064,0
135,11.9858573793,42.0,0.0,5.65457154942,62.0,98.0,2.8648,85.0,101.0,99.0,37.0,80.0,7.9577,0
136,6.6845,42.0,0.0,0.0,65.0,98.0,2.8648,26.0,101.0,73.0,59.0,80.0,12.732,0
137,10.823,42.0,0.0,9.04730088111,65.0,98.0,2.8648,26.0,21.0,68.0,59.0,80.0,13.1508975242,0
138,5.7296,42.0,0.0,0.0,65.0,98.0,2.8648,71.0,101.0,73.0,59.0,80.0,3.8197,0
139,10.504,20.0,2568.42753096,-2.20386512185,61.0,98.0,4.138,82.0,101.0,49.0,59.0,80.0,20.69,0
140,13.687,90.0,0.0,0.0,28.0,98.0,3.1831,14.0,101.0,68.0,37.0,80.0,12.732,0
141,9.5493,42.0,0.0,0.0,65.0,98.0,2.86715956535,26.0,21.0,68.0,59.0,80.0,14.324,0
142,10.823,42.0,0.0,0.0,61.0,98.0,2.8648,14.0,21.0,49.0,59.0,80.0,12.732,0
143,13.051,20.0,0.0,0.0,28.0,98.0,4.138,34.0,101.0,68.0,59.0,88.0,12.732,0
144,16.87,20.0,0.0,0.0,28.0,98.0,4.138,34.0,101.0,68.0,37.0,80.0,15.915,0
145,9.8676,63.0,0.0,240.757611683,61.0,98.0,4.479425084,82.0,101.0,103.0,37.0,57.0,15.915,0
146,12.096,90.0,0.0,0.0,28.0,98.0,3.18886761671,85.0,101.0,99.0,37.0,80.0,12.3764506965,0
147,7.6394,90.0,0.0,0.0,61.0,98.0,3.1831,26.0,101.0,49.0,59.0,80.0,13.2797608641,0
148,13.051,20.0,0.0,0.0,61.0,98.0,4.14841964323,82.0,101.0,49.0,59.0,57.0,12.732,0
149,14.961,90.0,0.0,0.0,61.0,98.0,3.1831,34.0,101.0,49.0,59.0,80.0,14.324,0
150,17.366145189,20.0,942.084053079,0.0,61.0,98.0,4.138,94.0,101.0,49.0,59.0,36.0,7.6394,0
151,7.3211,6.0,0.0,0.0,61.0,64.0,0.95493,96.0,101.0,70.0,59.0,80.0,12.732,0
152,11.459,90.0,0.0,12.3341090606,28.0,98.0,3.1831,26.0,101.0,68.0,59.0,80.0,12.732,0
153,7.6394,42.0,0.0,0.0,65.0,98.0,2.8648,85.0,101.0,68.0,59.0,80.0,12.732,0
154,8.2761,63.0,0.0,597.15,65.0,98.0,4.4563,82.0,101.0,68.0,59.0,80.0,12.732,0
155,6.0479,42.0,0.0,0.0,65.0,53.0,2.84917633699,44.0,101.0,73.0,59.0,80.0,12.732,0
156,13.369,90.0,0.0,426.54,65.0,98.0,3.1831,14.0,101.0,68.0,37.0,57.0,12.732,0
157,11.777,42.0,0.0,0.0,28.0,98.0,2.8648,14.0,101.0,99.0,37.0,80.0,11.141,0
158,5.7296,3.0,-31.6009570427,0.0,65.0,98.0,2.2282,85.0,101.0,73.0,37.0,80.0,12.732,0
159,11.141,42.0,0.0,28.6602610593,28.0,98.0,2.8648,26.0,101.0,68.0,59.0,80.0,19.099,0
160,5.4113,3.0,0.0,0.0,65.0,98.0,2.2282,85.0,101.0,73.0,37.0,80.0,3.8197,0
161,14.006,42.0,0.0,0.0,61.0,98.0,2.8648,96.0,21.0,49.0,59.0,80.0,12.732,0
162,11.141,90.0,0.0,11.4726572508,65.0,98.0,3.1831,85.0,15.0,68.0,37.0,80.0,12.0109443859,0
163,19.099,42.0,0.0,0.0,61.0,98.0,2.8648,26.0,17.0,49.0,59.0,80.0,12.732,0
164,15.915,18.0,0.0,0.0,28.0,98.0,3.77264275827,85.0,101.0,68.0,37.0,80.0,12.732,0
165,12.096,20.0,0.0,0.0,61.0,98.0,4.138,85.0,101.0,49.0,59.0,80.0,15.915,0
166,14.324,20.0,0.0,0.0,61.0,98.0,4.138,34.0,101.0,49.0,59.0,80.0,17.507,0
167,7.9577,2.0,0.0,0.0,65.0,98.0,1.9099,26.0,101.0,68.0,59.0,80.0,12.732,0
168,12.4399584413,90.0,0.0,24.7227136263,61.0,98.0,3.1831,44.0,101.0,49.0,59.0,80.0,12.732,0
169,16.5231309687,5.0,0.0,0.0,28.0,98.0,0.63662,58.0,101.0,68.0,59.0,80.0,12.732,0
170,28.648,42.0,0.0,702.19,65.0,98.0,2.8648,71.0,21.0,68.0,59.0,80.0,12.732,0
171,17.189,42.0,0.0,0.0,61.0,98.0,2.8648,14.0,21.0,49.0,59.0,80.0,6.3662,0
172,16.87,78.0,0.0,0.0,65.0,98.0,0.31831,58.0,101.0,68.0,37.0,57.0,11.141,0
173,5.7296,42.0,1861.81937492,-11.5446403153,65.0,98.0,2.8648,85.0,101.0,73.0,37.0,80.0,12.732,0
174,19.099,2.0,0.0,0.0,28.0,98.0,1.9099,71.0,15.0,68.0,37.0,80.0,3.1831,0
175,15.0583252316,42.0,789.47315599,0.0,61.0,98.0,2.8648,35.0,101.0,49.0,59.0,88.0,16.4058108772,0
176,16.397953042,19.0,0.0,0.0,28.0,25.0,3.5014,14.0,101.0,68.0,37.0,80.0,6.3662,0
177,20.69,42.0,0.0,0.0,102.0,98.0,2.8648,14.0,101.0,68.0,37.0,80.0,12.732,0
178,11.141,3.0,-34.7046024307,0.0,89.0,98.0,2.2282,96.0,21.0,68.0,59.0,80.0,12.732,0
179,13.051,42.0,0.0,0.0,28.0,98.0,2.87586829402,85.0,21.0,99.0,37.0,80.0,12.096,0
180,7.9577,90.0,0.0,0.0,65.0,98.0,3.18200325656,14.0,101.0,68.0,59.0,80.0,13.369,0
181,10.504,90.0,0.0,0.0,28.0,98.0,3.1831,14.0,69.0,70.0,37.0,80.0,12.732,0
182,18.78,42.0,-158.845008191,541.769065005,61.0,98.0,2.8648,71.0,101.0,49.0,59.0,92.0,12.732,0
183,12.732,90.0,-64.8069883965,0.0,65.0,98.0,3.1831,14.0,101.0,68.0,37.0,92.0,12.096,0
184,7.3211,42.0,0.0,0.0,65.0,98.0,2.8648,96.0,101.0,73.0,59.0,80.0,12.732,0
185,13.051,42.0,336.190729426,0.0,61.0,98.0,3.02449493354,82.0,101.0,103.0,37.0,88.0,6.3662,0
186,7.6394,18.0,0.0,0.0,61.0,98.0,3.8197,85.0,101.0,49.0,59.0,80.0,15.915,0
187,6.3662,90.0,0.0,0.0,65.0,98.0,3.1831,71.0,101.0,73.0,59.0,80.0,6.3662,0
188,12.096,90.0,0.0,554.18,28.0,98.0,3.1831,34.0,101.0,68.0,59.0,80.0,15.550227773,0
189,14.8690111938,42.0,0.0,74.8529209619,61.0,98.0,2.86669311796,14.0,101.0,49.0,59.0,80.0,11.141,0
190,10.186,42.0,-5.27887446998,0.0,65.0,98.0,2.8648,71.0,101.0,68.0,37.0,80.0,10.823,0
191,14.324,42.0,0.0,0.0,61.0,98.0,2.86535935246,14.0,101.0,49.0,59.0,80.0,12.732,0
192,13.369,20.0,0.0,0.0,61.0,98.0,4.138,14.0,101.0,103.0,37.0,80.0,12.732,0
193,18.78,2.0,0.0,0.0,102.0,98.0,1.9099,71.0,21.0,99.0,37.0,57.0,9.5493,0
194,6.0479,90.0,0.0,0.0,65.0,98.0,3.1831,26.0,101.0,73.0,59.0,80.0,12.732,0
195,9.53426244776,90.0,0.0,0.0,65.0,98.0,3.1831,71.0,101.0,68.0,59.0,80.0,6.3662,0
196,6.3662,42.0,0.0,0.0,65.0,98.0,2.8648,71.0,101.0,73.0,37.0,80.0,8.42587427549,0
197,10.186,42.0,-83.4785069584,415.099966509,89.0,98.0,2.8648,71.0,101.0,68.0,37.0,80.0,9.5493,0
198,14.324,19.0,0.0,0.0,102.0,98.0,3.55036058118,34.0,101.0,68.0,37.0,80.0,14.324,0
199,15.915,7.0,0.0,26.6787146691,61.0,98.0,1.2732,26.0,101.0,49.0,59.0,80.0,13.0997207649,0
200,11.459,20.0,129.910308344,0.0,28.0,98.0,4.138,82.0,101.0,73.0,37.0,80.0,12.732,0
201,13.4622222649,42.0,0.0,51.5582266205,61.0,98.0,2.8648,85.0,101.0,49.0,59.0,80.0,19.099,0
202,5.4113,3.0,0.0,0.0,65.0,98.0,2.2282,71.0,101.0,73.0,59.0,80.0,6.81547649318,0
203,18.78,90.0,1293.6,2.80784605899,61.0,98.0,3.1831,85.0,101.0,49.0,59.0,80.0,12.732,0
204,8.2761,3.0,0.0,0.0,61.0,98.0,2.2282,26.0,101.0,49.0,59.0,80.0,12.732,0
205,6.0479,90.0,0.0,0.0,65.0,23.0,3.1831,71.0,101.0,73.0,59.0,80.0,7.6394,0
206,10.504,20.0,0.0,0.0,65.0,98.0,4.138,82.0,101.0,68.0,37.0,80.0,14.324,0
207,8.33009872001,8.0,335.82,0.0,65.0,98.0,1.5915,71.0,101.0,73.0,59.0,80.0,7.6394,0
208,15.915,63.0,2036.4813564,0.0,61.0,98.0,4.4563,35.0,101.0,49.0,59.0,88.0,31.194,0
209,8.5944,63.0,172.799203353,0.0,65.0,98.0,4.4563,82.0,101.0,73.0,37.0,57.0,11.141,0
210,9.5493,42.0,0.0,0.0,65.0,98.0,2.8648,26.0,101.0,73.0,59.0,80.0,12.732,0
211,13.687,42.0,0.0,0.0,61.0,98.0,2.8648,44.0,101.0,49.0,59.0,80.0,12.732,0
212,11.141,90.0,0.0,0.0,65.0,98.0,3.1831,14.0,101.0,68.0,37.0,80.0,12.732,0
213,7.9577,90.0,0.0,0.0,65.0,98.0,3.1831,14.0,101.0,73.0,37.0,80.0,12.732,0
214,7.0028,20.0,0.0,0.0,65.0,39.0,4.138,82.0,101.0,68.0,37.0,80.0,10.7251477216,0
215,10.823,18.0,0.0,0.0,28.0,98.0,3.77444297116,85.0,21.0,99.0,37.0,80.0,14.324,0
216,19.099,20.0,0.0,0.0,28.0,98.0,4.138,34.0,101.0,68.0,37.0,80.0,13.369,0
217,6.6845,42.0,0.0,0.0,65.0,98.0,2.8648,26.0,101.0,73.0,59.0,80.0,12.732,0
218,15.915,90.0,269.334755363,0.0,28.0,98.0,3.1831,71.0,101.0,68.0,59.0,80.0,12.6018598182,0
219,7.9577,20.0,0.0,0.0,65.0,98.0,4.138,34.0,101.0,68.0,37.0,80.0,12.732,0
220,15.915,7.0,0.0,0.0,61.0,98.0,1.2732,26.0,101.0,49.0,59.0,80.0,12.732,0
221,11.459,20.0,0.0,0.0,61.0,98.0,4.138,34.0,101.0,49.0,59.0,80.0,14.324,0
222,9.8676,42.0,0.0,0.0,28.0,98.0,2.8648,82.0,101.0,99.0,37.0,80.0,12.732,0
223,9.231,20.0,0.0,0.0,65.0,98.0,4.138,83.0,101.0,68.0,59.0,57.0,13.7275809497,0
224,6.6845,90.0,0.0,0.0,65.0,98.0,3.1831,85.0,101.0,73.0,59.0,80.0,14.324,0
225,9.30600640976,20.0,0.0,23.59479123,65.0,98.0,4.138,94.0,21.0,99.0,37.0,80.0,12.732,0
226,20.69,42.0,0.0,0.0,61.0,98.0,2.8648,96.0,101.0,49.0,59.0,80.0,5.093,0
227,11.777,20.0,0.0,0.0,28.0,98.0,4.11427138949,85.0,101.0,99.0,37.0,87.0,19.099,0
228,12.414,63.0,1102.6,16.8091405531,61.0,98.0,4.4563,82.0,101.0,103.0,37.0,57.0,12.732,0
229,7.6394,42.0,0.0,0.0,65.0,98.0,2.8648,26.0,101.0,73.0,59.0,80.0,12.732,0
230,12.096,42.0,0.0,0.0,28.0,98.0,2.8776685069,85.0,101.0,68.0,59.0,80.0,25.465,0
231,6.6845,90.0,0.0,0.0,65.0,98.0,3.1831,71.0,17.0,73.0,59.0,80.0,7.9577,0
